id,title,overview,service
430,원익IPS,"주식회사 원익아이피에스(Wonik IPS)는 반도체, Display, Solar Cell 장비를 제조하는 회사로, 2016년에 설립되었으며 경기도 평택시에 본사를 두고 있습니다.","당사는 반도체, Display 및 Solar Cell 제조용 핵심 장비를 생산ㆍ판매하고 있습니다. 주요 제품은 반도체 제조용 장비, Display 제조용 장비, Solar Cell 제조용 장비로 구분되며 매출 현황에 따라 세부 내용이 제시되었습니다. 주요 제품의 가격 변동은 주문 생산에 따라 발생하며, 내수 매출과 수출 매출의 비중도 제시되었습니다."
431,엘에스일렉트릭,"엘에스일렉트릭은 전력기기와 자동화기기를 제조하고 그린에너지 사업을 영위하는 기업이며, 안양시에 본사를 두고 있습니다.","회사의 주요 서비스는 전력, 자동화, 금속, IT 부문으로 나누어져 있습니다. 전력부문은 전력기기/시스템사업과 전력IT사업을 포함하며, 자동화부문은 산업자동화 및 통신시스템 사업을 담당합니다. 금속부문은 동관 및 STS관의 제조 및 판매를 하고 있고, IT부문은 ERP 시스템 설계/구축/유지보수 등을 수행합니다. 각 부문의 주요 제품과 서비스는 각각의 카테고리로 분류되어 있습니다."
432,동국제강,"동국제강은 철강 제조기업으로, 큐폴라로를 시작으로 쇳물을 만들어오며 국내 최초로 50톤 용광로를 운영하였고, 후판 사업에도 진출하여 봉형강류와 판재류를 주력 제품으로 생산하고 있다.","주요 제품 및 서비스는 철강 부문에서 봉형강, 후판 등을 생산하고 있으며, 가격 변동은 원재료의 국제시세, 철강 경기, 환율 변동에 영향을 받고 있습니다. 회사는 친환경 철강 체제 전환을 위해 투자를 확대하고 있으며, ESG 경영을 실천하고 있습니다. 또한, 스마트팩토리를 구현하여 생산 환경을 최적화하고 있으며, 마케팅 전략을 통해 신제품을 개발하고 있습니다."
433,아이크래프트,"아이크래프트 주식회사는 인터넷 네트워크 구축 및 시스템 구축을 주요 사업으로 하는 회사로, 2000년에 설립되었고 KOSDAQ시장에 등록되어 있다.","회사의 주요 서비스는 네트워크 솔루션, 클라우드 DX, 네트워크 솔루션, 사물인터넷(IoT), 그리고 블록체인이다. 네트워크 솔루션은 인터넷 핵심망 및 접속망 구축을 포함하며, 클라우드 DX는 클라우드 시장으로 확장되고 있다. 사물인터넷(IoT)는 스마트홈과 IoT 플랫폼을 구축하고 있고, 블록체인은 Digital New Deal 시장을 대비하여 사업을 추진하고 있다. 이러한 서비스들은 IT산업의 핵심 인프라를 제공하며, 고객의 요구에 유연하게 대응할 수 있는 능력을 갖추고 있다."
434,오디텍,"이 회사는 반도체 제조 및 LED 제품 생산을 주요 사업으로 하는 중소기업이며, 연결 대상 종속회사가 있고 코스닥에 상장되어 있는 회사입니다.","주요 제품 및 서비스는 반도체 제품과 센서 제품으로 구성되어 있습니다. 반도체 제품은 Zener Diode Chip과 Sub-Mount Chip으로 LED 디스플레이 산업과 관련이 있고, 센서 제품은 광센서, 광소자, 센서 Package, LED 응용 등을 포함하고 있습니다. 이를 통해 회사는 LED 시장과 센서 시장에서 활발한 활동을 펼치고 있습니다."
435,LX인터내셔널,"주식회사 LX인터내셔널은 1953년에 설립된 회사로, 자원, Trading/신성장, 물류 부문으로 사업을 구분하고 있으며, 자산총액의 10% 이상이거나 750억원 이상인 주요 종속회사를 보유하고 있습니다.","주요 제품 및 서비스는 다음과 같이 분류됩니다:

1. 자원:
- 광물 자원에 대한 투자 및 팜농장 운영 사업
- 니켈 자산 개발 등 성장성이 높은 분야에 대한 신규 투자 검토

2. Trading/신성장:
- 자원, 소재, IT부품 Trading 사업
- 신성장 동력 발굴을 위한 투자 사업
- ESG 트렌드에 부합하는 신규 Trading 품목 발굴

3. 물류:
- 포워딩 사업 (화물 국제운송 주선 및 중개)
- W&D(Warehouse & Distribution) 사업 (물류센터 운영 및 내륙운송 관리)

이 회사는 자원, Trading/신성장, 물류 세 가지 사업 영역에서 다"
436,롯데에너지머티리얼즈,"롯데에너지머티리얼즈는 소재부문과 건설부문으로 구성된 회사로, Elecfoil 등의 제조 및 판매와 건설 등을 주요 사업으로 하고 있으며, 국내외에서 시장 지배력을 강화하고 있는 기업이다.","주요 제품 및 서비스: 
1. Elecfoil - 이차전지 및 PCB의 핵심 소재로 사용되며, 전기차, ESS 및 PCB에 적용됨.
2. 건설공사 - 건축물 외장공사를 주요 사업으로 하며, 설계 및 시공을 진행함."
437,서울도시가스,"서울도시가스주식회사는 1983년에 설립되었으며, 도시가스공급 및 해외자원개발 등 다양한 사업을 영위하는 회사입니다.","도시가스공급, 해외자원개발, 부동산 임대 세 가지 사업부문을 가지고 있는 회사입니다. 도시가스공급 사업부문은 서울과 경기도 일부 지역에 공급하고 있으며, 해외자원개발 사업부문은 국내 기업의 해외유전개발사업을 진행하고 있습니다. 부동산 임대부문은 오피스텔과 상가를 임대하는 사업을 하고 있습니다.회사의 주요 서비스는 도시가스공급, 해외자원개발, 부동산 임대입니다."
438,신도리코,"주식회사 신도리코는 복합기, 프린터, 소모품을 제조하고 판매하는 기업으로, 3D 프린터 사업을 중단하고 핵심사업에 집중하고 있으며, 국내외에서 우수한 제품을 생산하여 판매하고 있습니다.","주요 제품 및 서비스는 다음과 같이 분류됩니다:

1. 복합기 제품
- 복사/출력/Scanner/Fax 기능을 갖춘 D Series 복합기
- 매출액: 16,792백만원 (4.45%)

2. 소모품 부문 제품
- 토너, 용지, A/S 부품 등 소모품
- 매출액: 7,384백만원 (1.95%)

3. 상품부문 제품
- D Series 복합기 외의 복합기 등
- 매출액: 291,223백만원 (77.06%)

4. 기타 제품
- 프린터, FAX A/S 부품, Rental 매출 등
- 매출액: 62,511백만원 (16.54%)

총 매출액은 377,910백만원이며, 주요 상표로는 SINDOH와 CLIENT가 있습니다. 또한, 제품 가격 변동은 복합기(MFP)와 프린터의 매출 제품 MIX 변동에 따라 발생합니다.

회사는 복합기, 프린터 등 OA기기 및 소모품을 제조/판매하는 토털 비즈니스 솔루션 전문기업으로, 국내에서는 복사기와 팩시밀리를 최초로 소개한 선구자적인 기업입니다. 또한, 정보통신과 시스템 비즈니스 영역으로 사업을 확대하고 있습니다.

시장점유율은 Major 업체가 80% 이상을 차지하고 있으며, 사무환경 개선과 사무자동화 추세로 고급기 및 주변기기의 장착율이 증가하고 있습니다."
439,유비케어,"주식회사 유비케어는 국내 요양기관 EMR 시장에서 점유율 1위를 차지하고 있는 기업으로, 의료정보 플랫폼 사업을 영위하며 병의원/약국 고객을 대상으로 EMR 솔루션, 유통, 제약데이터, 제조 등 다양한 사업을 진행하고 있습니다. 또한, 실버케어 플랫폼 '또하나의 가족'을 선보이고 있으며, 의료 EMR 사업 부문을 강화하기 위해 관련 기업에 대한 지분 투자를 진행하고 있습니다.","주요 제품 및 서비스는 다음과 같이 분류됩니다:
1. 의료정보 플랫폼 사업부문: 병ㆍ의원/약국 보험청구, 업무관리 솔루션 및 부가 솔루션 사업
2. 의료기기 및 약국 자동조제기 등의 유통 사업
3. 의료 네트워크 기반의 헬스케어 빅데이터 분석 솔루션 사업
4. 약품 자동화 조제기, 특수 약 조제 포장필름 제조사업
5. 기타 서비스 용역관련

이 회사는 의료정보 플랫폼, 의료기기 유통, 헬스케어 빅데이터 분석, 약품 자동화 조제기 제조 등 다양한 사업 영역에서 서비스를 제공하고 있습니다."
440,한화에어로스페이스,"한화에어로스페이스 주식회사는 1977년에 설립된 항공 및 방산 전문 기업으로, 항공기 엔진 및 구성품, 방산전자 및 유도무기 솔루션, CCTV 등의 생산과 판매, IT기술을 활용한 서비스 제공을 주요 사업으로 하고 있습니다.","회사의 주요 서비스는 항공, 방산, 시큐리티, 산업용장비, IT서비스, 항공우주 사업 등으로 구성되어 있습니다. 항공사업은 가스터빈엔진 및 엔진부품 등을 생산하며, 방산사업은 군수장비를 생산합니다. 시큐리티사업은 CCTV, 저장장치 등을 생산하고, 산업용장비사업은 칩마운터, 공작기계 등을 생산합니다. IT서비스업은 전산시스템 설계 및 구축을 제공하며, 항공우주 사업은 지구관측 위성시스템을 생산합니다."
441,오픈베이스,"주식회사 오픈베이스는 1992년에 설립된 컴퓨터 및 통신 소프트웨어 개발 및 제조/판매업을 영위하는 기업으로, 하이브리드-멀티 클라우드 솔루션, 네트워크 보안 솔루션, ADC 및 네트워크 인프라, ITO 서비스 등 다양한 서비스를 제공하고 있으며, 주요 목표시장은 기업군과 공공기관이다.","주요 제품 및 서비스는 다음과 같습니다: 
1. 컴퓨터 및 주변기기와 통신장비 판매업 솔루션, 서비스
2. 소프트웨어개발 및 공급업 소프트웨어 판매
3. 부동산임대업 부동산 임대
4. 기타 기타

이 회사는 컴퓨터 주변기기와 통신장비 판매, 소프트웨어 개발 및 공급을 중심으로 사업을 영위하고 있습니다. 또한 보안 솔루션 사업, 하이브리드-멀티클라우드 서비스 사업, IT 서비스 및 시스템 통합 사업 등 다양한 사업 영역을 가지고 있습니다."
442,한국앤컴퍼니,"한국앤컴퍼니 주식회사는 1941년에 설립된 기업으로, 주요 사업은 축전지 제조/판매와 자회사들의 경영자문 용역매출, 임대사업수익 등을 통해 안정적 발전을 이루고 있습니다.","당신은 이 회사의 홍보팀장입니다. 주요 서비스는 축전지 제품이며, 사업 영역은 지주부문과 ES사업본부로 나뉘며, 주요 제품은 차량용 및 산업용 축전지입니다. 주요 제품의 가격 변동은 국제 납시세 및 환율 변동에 영향을 받습니다.회사의 사업 영역과 제품, 서비스 정보를 기반으로 내용을 간추려서 보여줬으면 좋겠습니다."
443,슈어소프트테크,"슈어소프트테크 주식회사는 Mission Critical Software의 안전성을 검증하기 위한 자동화 도구 개발 및 공급과 3자 검증 서비스를 제공하는 소프트웨어 자동화 검증 전문 회사이며, 2023년 4월 한국거래소 코스닥시장에 상장된 회사이다.","주요 서비스 1. 소프트웨어 테스팅 자동화 도구 개발 및 공급 2. 3자 검증 서비스 제공
주요 제품 1. 코드검증 솔루션 2. 시스템검증 솔루션
주요 사업 영역: 고신뢰 고위험 소프트웨어 검증
제품 특징: 소프트웨어 안전성 검증, 자동화 도구 제공
제품 가격 변동: 경쟁사 정보 미포함
사업 개요: 소프트웨어 테스팅의 중요성, V-Model 소프트웨어 품질 향상 방법
미래기술검증 솔루션: 자율주행차, 커넥티드카 검증 솔루션 제공"
444,테이팩스,"주식회사 테이팩스는 전자재료와 소비재 사업을 운영하는 회사로, 전자재료용 테이프와 식품포장용 랩 등을 생산하고 있으며 안정적인 사업포트폴리오를 갖추고 있습니다.","회사의 주요 제품 및 서비스는 전자재료와 소비재로 구분됩니다. 전자재료 사업부는 2차전지용 테이프와 OCA 등을 판매하며, 소비재 사업부는 식품 포장용 랩과 테이프류 등을 생산합니다. 전자재료 사업부는 전기자동차 및 스마트폰을 위한 제품을 제공하고 있습니다. 소비재 사업부는 농축수산물 가공업체 및 식품포장업체에 제품을 공급하고 있으며, 국내시장에서 1위를 차지하고 있습니다.회사는 전자재료와 소비재 사업을 통해 매출과 시장 점유율을 증가시키고 있습니다."
445,영진약품,"영진약품주식회사는 1962년에 설립된 의약품 제조 및 판매를 주요사업으로 하는 회사로, 전문의약품과 항생제 등을 해외로 수출하고 있습니다.","영진약품은 한국의 제약회사로, 국내외에서 혁신적인 제품 개발과 우수한 사업성으로 성과를 내고 있습니다. 주요 서비스는 항생제, 정맥영양, 순환기계, 정신신경계, 해열진통소염제, 소화기계, 호흡기계, 기타 항히스타민 등의 제품과 서비스입니다. 이 회사는 KT&G그룹의 계열사로서 글로벌 제약사로 성장하고 있으며, 국내외에서 많은 상장을 받았습니다. 매출은 국내와 해외로 나누어져 있으며, 국내매출은 호흡기계, 항생제, 해열진통소염제 등이 증가하였고, 해외매출은 일본과 기타 지역으로 나누어져 있습니다. 생산실적과 판매실적은 주요 제품들이 주로 기여하"
446,제우스,"주식회사 제우스는 반도체 및 디스플레이 관련 생산장비를 제조하고 판매하는 회사로, 1970년에 설립되었으며 코스닥시장에 상장되어 있다.","주요 제품 및 서비스는 다음과 같습니다: 
1. 디스플레이 장비 - HELIA
2. 반도체 제조 장비 - ATOM, APOLLON, VENUS
3. 플러그밸브 - 기타 장치
4. 산업용 로봇 및 진공 - PUMP ZERO

이 회사는 반도체 및 디스플레이 제조공정에 사용되는 다양한 장비를 제조하고 판매하며, 주요 고객은 국내외 반도체 및 디스플레이 생산 업체입니다."
447,한솔로지스틱스,"한솔로지스틱스는 국내외 기업들을 대상으로 국제물류, 트럭운송, 컨테이너운송, W&D, 물류시스템 및 물류컨설팅 서비스를 제공하는 물류 전문회사이다.","회사의 주요 서비스는 물류관련 서비스를 제공하는 것으로, 주요 서비스는 운송, 하역, 보관, 제품 및 원부자재 운송 등이 포함됩니다. 주요 제품 및 서비스는 한솔로지스틱스, Hansol Logistics(Shanghai) Co., Ltd., Hansol Logistics India Pvt. Ltd. 등의 회사들이 제공하는 서비스로 구성되어 있습니다. 이를 기반으로 물류사업의 현황과 성장성, 업계의 현황 등이 소개되었습니다."
448,롯데렌탈,"롯데렌탈 주식회사는 차량렌탈 및 여신전문금융업을 영위하는 회사로, 다양한 사업을 포괄하는 다국적 기업이다.","이 회사는 차량 렌탈 및 중고차 매각, Biz 렌탈 및 소비재 렌탈, 오토리스 및 할부금융 부문으로 사업을 구분하고 있으며, 주요 서비스로는 차량 렌탈(장기/단기/카셰어링), 중고차 매각, OA기기/계측장비/생활가전/산업설비 렌탈, 오토리스 리스용 차량 대여, 중고차 할부금융 등이 있다. 매출은 차량렌탈 부문이 63.6%, 중고차 부문이 27.3%, Biz렌탈 등 기타 부문이 9.1%를 차지하고 있다."
449,에스티오,"이 회사는 남성 캐주얼 패션을 중심으로 유통망을 구축하고 있으며, 코스닥에 상장된 중소기업으로서 안정적인 신용평가를 받고 있습니다.","주요 제품 및 서비스는 다음과 같습니다:
1) STCO 셔츠: 남성 패션에 필요한 셔츠를 생산하여 판매하고 있습니다.
2) STCO외 셔츠외: 남성 패션에 필요한 다양한 제품을 생산하여 판매하고 있습니다.
3) DIEMS: 오프라인 통합 유통망 브랜드로 운영되고 있습니다.
4) ZERO LOUNGE: 온라인 브랜드로 운영되고 있습니다.
5) CODI GALLEY: 온라인 브랜드로 운영되고 있습니다.

주요 제품인 STCO의 셔츠 매출액은 약 13.3%이며, (티)셔츠의 판매가격은 증가하였으며, 수트의 경우 감소하였습니다.

판매경로는 대리점, 직영점, 할인점, 온라인쇼핑몰이 있으며, 대리점이 가장 많은 매출비중을 차지하고 있습니다."
450,LX하우시스,"이 회사는 건축자재와 자동차 소재를 제조 및 판매하는 기업으로, 국내외에 다수의 생산 및 판매법인을 보유하고 있습니다.","주요 서비스:
1. 건축자재: 플라스틱/알루미늄 창호, 바닥재, 벽지, 솔리드서피스 등
2. 자동차소재/산업용필름: 고광택시트, 데코시트, 자동차 부품 및 원단, 가전용 표면마감재 등

사업 영역:
- 건축자재 부문
- 자동차소재/산업용필름 부문

주요 제품:
- 건축자재: 창호, 바닥재, 벽지, 단열재, 이스톤, 솔리드서피스 등
- 자동차소재/산업용필름: 자동차용 원단, 경량화소재 부품, 일반 부품, 데코필름, 인테리어필름, 가전필름, 광고용필름 등

가격변동 추이:
- 건축자재: 플라스틱 창호, PVC 바닥재의 내수 및 수출 가격 변동
- 자동차소재/산업용필름: 데코시트, 칼라시트의 내수 및 수출 가격 변동

회사 개요:
- 건축자재 부문과 자동차소재/산업용필름 부문으로 구성
- 주요 원재료는 PVC, 가소제, MMA, 페놀
- 국내 제조시설은 청주, 울산에 있으며, 해외에는 중국과 미국에 생산 및 판매법인 보유
- 종속회사 10개를 보유하고 있으며, 건축자재 부문이 매출의 약 73%, 자동차소재/산업용필름 부문이 매출의 약 27% 차지
- 수출 비중은 매출의 32%"
451,KCC건설,"회사는 1989년에 설립된 건설 및 건축공사 회사로, 토목공사와 건축공사를 주로 수행하며, 건설기술 향상과 건설업 발전에 주도적인 역할을 하고 있습니다.","주요 서비스:
1. 토목 건설계약 (도로, 항만, 택지 등)
2. 건축 건설계약 (아파트, 오피스텔, 플랜트 등)
3. 부동산 매매업
4. 민간 공사 (주상복합, 오피스텔, 도시정비사업, 업무시설, 창고시설 등)
5. 연구사업 (미래 주거 상품개발 관련)

이 회사는 토목건설, 건축건설, 부동산 매매업을 주요 사업 영역으로 하며, 주요 서비스로는 토목 건설계약, 건축 건설계약, 부동산 매매업, 민간 공사, 연구사업 등을 제공하고 있습니다."
452,코맥스,"회사는 전자제품 제조 및 판매, 유선설비 기계공사, 수출입, 통신기기 제조 및 판매 등 다양한 사업을 영위하는 주식회사 코맥스입니다.","당사는 스마트홈 IoT 시스템, 홈네트워크 시스템, 시큐리티 시스템, 산업용 네트워크 시스템 등을 제공하는 회사로서, 스마트홈 시스템은 IoT 기술을 활용하여 다양한 가정 내 기기들을"
453,삼아알미늄,"삼아알미늄주식회사는 알루미늄 압연제품과 가공제품을 생산하고 판매하는 회사로, 한국거래소 유가증권시장에 상장되어 있는 중견기업이다.","이 회사는 알루미늄박과 각종 레토르트 파우치 및 의약품, 산업용 등의 가공용 제품을 생산/판매하고 있습니다. 주요 제품은 LIB 양극집전체, 연포장용 AL-FOIL, USB 저장장치 등이며, 사업 영역은 압연, 가공, 전자부품판매로 구성되어 있습니다. 압연부문이 전체 매출액의 59.32%, 가공부문이 26.30%, 전자부품판매부문이 14.38%를 차지하고 있습니다."
454,삼아제약,"삼아제약 주식회사는 의약품 제조 및 판매를 주요 사업으로 하는 회사로, 다양한 의약품을 생산하고 있으며 코스닥시장에 상장되어 있습니다.","주요 제품 및 서비스는 다음과 같습니다:
1. 호흡기계: 진해거담, 기관지확장, 비염, 기관지질환 치료제
2. 항생제: 세균성질환 치료제
3. 피부기계: 아토피피부염, 습진, 건선, 벌레물린데 치료제
4. 소화기계: 소화기능이상, 소화불량, 속쓰림 치료제
5. 해열진통소염: 발열, 두통, 근육통, 신경통, 염증 치료제
6. 순환내분비계: 고지혈, 당뇨, 수분 및 전해질 유지 치료제
7. 일반의약품, 건강기능식품: 비타민, 미네랄 등 공급, 면역력 강화

주요 제품의 가격 변동은 다음과 같습니다:
- 노마골드츄정(60T): 14,500원
- 아토크건조시럽(300G): 62,727원
- 아토크정(500T): 57,272원
- 코데날정(1000T): 27,272원
- 코데날액(1000ml): 7,272원
- 헤브론에프정(500T): 30,454원
- 헤브론시럽(500ml): 15,454원

회사는 의약품의 제조 및 판매를 주요 사업으로 하며, 다양한 제품과 서비스를 제공하고 있습니다. 제품은 호흡기계, 피부기계, 해열진통소염제, 소화기계, 항생제, 순환내분비계, 일반의약품 및 건강기능식품 등으로 분류됩니다. 회사는 신약 및 신제품 연구개발에 전문성을 바탕으로 노력하고 있으며, 제품 우수성을 홍보하기 위해 전문기관과 협력하고 있습니다. 최근 코로나 이후 매출이 증가하였으며, 영업이익과 순이익도 상승하였습니다."
455,종근당바이오,"종근당바이오는 발효 기술을 기반으로 한 원료의약품을 생산하고 국내외 제약회사에 공급하는 회사로, 프로바이오틱스 원료 및 완제를 생산하며 연구개발과 수출분야의 확장을 추구하고 있습니다.","주요 제품 및 서비스 카테고리:
1. Potassium Clavulanate (베타락탐 저해제)
2. DMCT (항생제원료)
3. Rifamycin O (과민성 대장증후군, 여행자설사병 치료제)
4. Acarbose (당뇨병치료제)
5. Probiotics (건강기능식품)"
456,DB하이텍,"이 회사는 1953년에 설립된 반도체 제조 회사로, 주요 사업은 웨이퍼 수탁 생산과 판매, 그리고 디스플레이 구동 IC 제품 설계와 판매를 담당하는 회사이다.","이 회사는 반도체 제조 및 디스플레이 구동 IC 제품 설계 및 생산을 하는 기업입니다. 주요 제품은 Wafer/Chip Fab System-LSI Wafer 및 신호처리용 Chip이며, 주요 고객은 Mediatek, LX Semicon, ETA, Diodes 등입니다. 회사는 8인치 순수 파운드리 기업으로 다양한 분야에 제품을 생산하고 있으며, 해외 영업을 위해 미국법인과 대만, 일본, 중국 지사를 운영하고 있습니다. 주요 서비스는 Wafer 수탁 생산 및 디스플레이 구동 IC 제품 설계 및 생산입니다."
457,대한항공,"이 회사는 대한항공으로, 항공기 보유 및 운송사업을 수행하며 항공우주사업도 진행하는 회사입니다.","회사의 주요 서비스는 여객운송, 화물운송, 항공우주사업으로 구성되어 있습니다. 여객사업은 국내 및 국제 노선을 운영하고 있으며, 화물사업은 다양한 품목의 항공화물을 수송하고 있습니다. 항공우주사업은 군용기MRO, 민항기 제조, 무인기 개발 등을 수행하고 있습니다. 이를 통해 2023년 영업수익은 14조 5,751억원을 기록하였습니다."
458,CJ프레시웨이,"CJ프레시웨이는 대한민국을 대표하는 식자재유통 및 푸드서비스 기업으로, 고객에게 좋은 품질의 상품을 공급하고 최고의 음식과 서비스를 제공하여 건강하고 즐거운 식문화를 만들어왔습니다.","1. 주요 서비스
- 식자재유통: 식자재 공급 및 토탈 솔루션 제공
- 푸드서비스: ISO22000 및 HACCP 인증을 받은 안전한 급식 서비스 제공
- 기타사업: 식품, 조미식품 제조 및 판매, 부동산 임대 등

2. 주요 제품 및 서비스
- 식자재유통: 식자재 공급 (도매상, 대리점, 소매상)
- 푸드서비스: 단체급식, 골프장급식사업
- 기타: 식자재 제조, 농산물 가공

3. 지역 유형별 매출
- 국내 매출: 99.9%
- 수출: 0.1%

CJ프레시웨이는 대한민국을 대표하는 식자재유통 및 푸드서비스 기업으로, 고객에게 최고의 음식과 서비스를 제공하여 건강하고 즐거운 식문화를 만드는데 기여하고 있습니다."
459,SK바이오사이언스,"SK바이오사이언스는 백신/바이오의약품의 연구개발, 생산, 판매 및 CDMO/C MO 등을 주요 사업으로 영위하는 회사로, 다양한 백신의 생산기술 및 생산 플랫폼을 바탕으로 각종 질병의 예방 및 치료를 위한 백신/바이오 의약품 개발에 박차를 가하고 있다.","주요 제품 및 서비스:
1. 백신 제제
- 자체 백신 및 부스트릭스, 수액제 등의 상품
2. C(D)MO 용역 매출
- 기타 용역 매출로 구성
3. 사업의 개요
- 백신 포트폴리오 확장 및 글로벌 생산역량 강화
4. SKBS 1.0: 축적의 시간
- 백신 포트폴리오 구축 및 글로벌 프로젝트 추진
5. SKBS 2.0: Quantum Jump
- COVID-19 대응을 통한 글로벌 백신 공급망 안정화
6. SKBS 3.0: 백신 명가로서 도약
- 코로나바이러스 백신 개발 및 프리미엄 백신시장 목표화
7. 향후 전략
- R&D 인프라 강화 및 신규 바이오 영역 확장 등의 사업 추진"
460,한양이엔지,"한양이엔지 주식회사는 반도체 및 디스플레이 Fab 설비에 필수적인 초고순도(UHP) 특수설비 및 기타 엔지니어링 서비스를 제공하고 있으며, 산업플랜트, 환경에너지, 우주항공 분야에서 최고의 기술력을 갖추고 고객에게 최상의 토털 서비스를 제공하는 회사입니다.","주요 제품 및 서비스는 반도체 및 디스플레이 분야, 산업플랜트, 환경 및 그린에너지, 우주항공 분야에서 최고의 기술력을 가지고 고객에게 종합 서비스를 제공하는 것이며, 엔지니어링사업부와 시스템사업부로 구분됩니다. 엔지니어링사업부는 반도체/디스플레이 설비, 산업플랜트, 가스산업, 환경에너지, 우주항공 분야에 서비스를 제공하고 있고, 시스템사업부는 반도체장비 제조, 설치, 운영 서비스를 제공하고 있습니다."
461,한전KPS,"한전케이피에스주식회사(KEPCO KPS)는 전력설비정비 및 기술개발을 주로 하는 회사로, 해외 발전설비 운전/정비와 시설관리 등의 사업을 추진하고 있습니다.","한전KPS는 전력설비 정비 전문회사로, 국내외의 발전설비를 책임 정비하며 전력의 안정적 공급을 위해 노력하고 있습니다. 주요 서비스는 화력, 원자력/양수, 송변전, 대외, 해외, 기타 등으로 구분되며, 종속회사로는 KEPCO KPS PHILIPPINES CORP, KPS파트너스(주), KEPCO KPS SOUTH AFRICA PTY LTD가 있습니다. 매출실적은 각 사업구분별로 나뉘어 있으며, 자세한 내용은 ""7. 기타 참고사항-마. 각 사업부문의 시장여건 및 영업의 개황""을 참고하시기 바랍니다."
462,휴스틸,"휴스틸은 강관 제조 및 판매를 하는 기업으로, 국내외에서 사용되는 다양한 종류의 강관을 생산하고 있으며, 주요 제품은 배관용 강관, 구조용 강관, 전선관 등이다.","주요 제품 및 서비스:
1) 배관용 강관: 증기, 물, 가스 등의 배관에 사용되는 강관
2) 구조용 강관: 토목, 건축 등의 구조물에 사용되는 강관
3) 유정용 강관: 유정 굴착 및 채유에 사용되는 강관
4) 상품: 기타 부산물 수탁가공

가격 변동 추이:
- 강관: 1,316 천원/톤 (제57기), 1,760 천원/톤 (제56기), 1,635 천원/톤 (제55기)

사업 개요:
- 단일 사업부문으로 구성된 회사
- 강관산업은 국가의 산업활동에 필요한 기초소재를 공급하는 기간산업
- 강관은 건설, 조선, 자동차, 기계 등 다양한 산업에서 사용됨
- 주요 제품으로 배관용 강관, 구조용 강관, 유정용 강관 등이 있음
- 원재료는 HRC 및 STS를 구매하여 생산
- 생산시설로는 당진, 대불공장과 대구공장이 있음
- 판매조직으로는 본사 영업팀, 지방사업소, 수출팀, 해외 사업장이 있음
- 2023년 매출액은 제품 739,703백만원, 상품 등 25,139백만원으로 총 764,842백만원."
463,대원제약,"대원제약 주식회사는 1958년에 창업된 제약 회사로, 연결대상 종속회사를 포함한 비상장 회사 3개로 구성되어 있으며, 대원제약 주식회사라는 법적ㆍ상업적 명칭을 가지고 있습니다. 본사는 서울특별시에 위치하고 있으며, 2020년 기준으로 A+ 등급의 기업신용등급을 받고 있습니다. 주권은 1999년에 유가증권시장에 상장되었습니다.","당사는 의약품, 건강기능식품, 보청기 등을 제조 및 판매하고 있으며, 주요 제품의 매출실적은 다음과 같습니다. 주요 제품은 펠루비, 코대원포르테/에스 등이며, 제약 부문이 매출의 대부분을 차지하고 있습니다. 회사는 의약품 생산 및 수출, 건강기능식품 사업 등을 진행하고 있습니다."
464,코스맥스비티아이,"코스맥스비티아이 주식회사는 화장품 제조업을 주 영업목적으로 하는 회사로, 코스맥스BTI라는 약식 명칭으로 알려져 있으며, 경기도 성남시에 본점을 두고 있습니다. 회사는 건강기능식품 사업을 영위하고 있으며, 자회사와의 시너지를 창출하고 있습니다.","주요 제품 및 서비스 카테고리:
1. 건강기능식품
- 리퀴드 칼슘 위드 마그네슘 / 홍삼 에브리타임: 어린이 뼈건강과 면역력 향상에 도움
- 차즈기 등 원,부재료: 기타 제품 - 의약품, 상품 - 의약품 및 화장품 원료,부자재 등
2. 기타
- 임대매출 외: 경영지원서비스 수수료
- 브랜드사용: 코스맥스, COSMAX', 사과 3개 등 상표수익
- 기타: 배당금수익

주요 제품 가격 변동 추이:
- Nutrilite Probiotics, 화이버비츠플러스, 유산균, 알로에, 관절건강 등의 단가 변동

사업의 개요:
- 코스맥스비티아이는 지주회사로서 총 13개의 종속회사를 보유하고 있음
- 코스맥스비티아이는 코스맥스 그룹의 사업형 지주회사로서 그룹의 성장 전략 수립 및 신사업 방향성 제시, 자회사의 글로벌 원료 구매 및 수출 대행업무를 담당

주요 사업부문:
- 건강기능식품 사업: 코스맥스바이오와 코스맥스엔비티로 구성되며, 각각의 특화된 영역에서 경쟁력을 키우고 있음
- 코스맥스바이오: 다양한 제형의 건강기능식품 생산 가능, ODM 및 OBM 사업 확장
- 코스맥스엔비티: 글로벌 생산체인 구축, 유산균 전용 생산라인 운영, 해외 시장 확대

이와 같은 내용을 한국어로 번역해드렸습니다."
